Screen ID,Screen Name,Module,Phase,Primary Template,Primary Table/View,Notes
SC-003,Edit Compliance Document,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-004,Compliance Detail View,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-005,Insurance Management,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-006,Fitness Certificate Management,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-007,Permit Management,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-008,Road Tax Management,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-009,PUC Management,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-010,RC / Registration View,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-011,Speed Governor Compliance,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-012,AIS-140 / VLTD Compliance,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-013,CNG Cylinder Certificate,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-014,LNG Tank Certificate,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-015,EV Battery Safety / Warranty,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-016,Trailer Compliance,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-017,Compliance Expiry Calendar,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-018,Compliance Alert List,Compliance,P1,List/Grid,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-019,Compliance Hold Approval,Compliance,P1,Approval,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-020,Compliance Renewal Workflow,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-021,Compliance Document Repository,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
SC-022,Compliance Audit Trail,Compliance,P1,Detail/Workbench,"asset_compliance, compliance_type_master, compliance_alert",Generated from BRD screen inventory
UL-001,ULIP Integration Dashboard,ULIP,P3,Dashboard,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-002,VAHAN Vehicle Verification,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-003,SARATHI Driver Licence Verification,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-004,FASTag Transaction Import,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-005,Toll Plaza Tariff Lookup,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-006,E-Challan Lookup,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-007,E-Way Bill Verification,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-008,ULIP API Log,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-009,ULIP Error Queue,ULIP,P3,List/Grid,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-010,ULIP Manual Override,ULIP,P3,Detail/Workbench,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-011,ULIP Data Mismatch Report,ULIP,P3,Report/View,"ulip_api_log, integration_config",Generated from BRD screen inventory
UL-012,ULIP Credential Configuration,ULIP,P3,Master/Form,"ulip_api_log, integration_config",Generated from BRD screen inventory
IN-001,Inspection Dashboard,Inspection,P2,Dashboard,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-002,Pre-Trip Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-003,Post-Trip Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-004,Periodic Vehicle Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-005,Trailer Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-006,Tyre Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-007,LNG Safety Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-008,CNG Safety Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-009,EV Safety Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-010,Accessory Inspection,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-011,Inspection Checklist Builder,Inspection,P2,List/Grid,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-012,Inspection Failure Review,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-013,Create Job Card from Inspection,Inspection,P2,Transaction/Form,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-014,Inspection Photo Upload,Inspection,P2,Transaction/Form,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
IN-015,Inspection History,Inspection,P2,Detail/Workbench,"inspection_event, inspection_result_line, inspection_template",Generated from BRD screen inventory
AL-001,Alert Inbox,Alerts,P3,List/Grid,"alert_event, alert_rule",Generated from BRD screen inventory
AL-002,Maintenance Due Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-003,Compliance Expiry Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-004,Fuel Variance Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-005,Workshop Invoice Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-006,Tyre Rotation Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-007,Accessory Offline Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-008,Accompaniment Return Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-009,Breakdown Escalation Alerts,Alerts,P3,Detail/Workbench,"alert_event, alert_rule",Generated from BRD screen inventory
AL-010,Alert Configuration,Alerts,P3,Master/Form,"alert_event, alert_rule",Generated from BRD screen inventory
AL-011,Notification Template Setup,Alerts,P3,Master/Form,"alert_event, alert_rule",Generated from BRD screen inventory
AL-012,Escalation Matrix Setup,Alerts,P3,Master/Form,"alert_event, alert_rule",Generated from BRD screen inventory
AP-001,Approval Inbox,Approvals,P1,List/Grid,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-002,Fuel Variance Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-003,Maintenance Estimate Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-004,Workshop Invoice Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-005,Tyre Scrap Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-006,Accessory Replacement Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-007,Compliance Override Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-008,PM Deferral Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-009,Manual Toll Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-010,Accompaniment Loss Approval,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
AP-011,Approval History,Approvals,P1,Approval,"approval_request, approval_matrix",Generated from BRD screen inventory
PA-001,Fleet Payables Dashboard,Payables,P2,Dashboard,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-002,Vendor Invoice List,Payables,P2,List/Grid,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-003,Add Vendor Invoice,Payables,P2,Transaction/Form,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-004,Invoice OCR Upload,Payables,P2,Transaction/Form,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-005,Three-Way Match,Payables,P2,Detail/Workbench,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-006,Payable Validation Result,Payables,P2,Detail/Workbench,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-007,Debit Note / Credit Note,Payables,P2,Detail/Workbench,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-008,Payment Approval,Payables,P2,Approval,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-009,Payment Status,Payables,P2,Detail/Workbench,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-010,ERP Posting Queue,Payables,P2,List/Grid,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-011,ERP Posting Error Queue,Payables,P2,List/Grid,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-012,Vehicle Cost Allocation,Payables,P2,Detail/Workbench,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
PA-013,Vendor Ledger,Payables,P2,Detail/Workbench,"vendor_invoice, invoice_line, payable_validation",Generated from BRD screen inventory
RP-001,Vehicle Profitability Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-002,Vehicle Cost Ledger Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-003,Fuel Cost Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-004,Fuel Variance Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-005,Maintenance Cost Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-006,Workshop Performance Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-007,Tyre Lifecycle Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-008,Tyre Cost per KM Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-009,Compliance Expiry Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-010,Breakdown Frequency Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-011,Downtime Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-012,Accident Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-013,Accessory Health Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-014,Accompaniment Usage Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-015,Trailer Utilisation Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-016,Consumable Consumption Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-017,Pending Approval Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-018,Exception Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-019,Branch Fleet Report,Reports,P1,Report/View,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
RP-020,Export Centre,Reports,P1,Detail/Workbench,"vehicle_cost_ledger, vehicle_master, trailer_master",Generated from BRD screen inventory
CF-001,Fleet Configuration Home,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-002,Vehicle Type Master,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-003,Fuel Type Master,Configuration,P1,Master/Form,"route_fuel_norm, fuel_rate_master",Generated from BRD screen inventory
CF-004,Capacity Master,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-005,Trailer Type Master,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-006,Maintenance Type Master,Configuration,P1,Master/Form,maintenance_schedule,Generated from BRD screen inventory
CF-007,Job Card Category Master,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-008,Workshop Category Master,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-009,Tyre Size Master,Configuration,P1,Master/Form,"item_master, tyre_master",Generated from BRD screen inventory
CF-010,Tyre Position Master,Configuration,P1,Master/Form,"item_master, tyre_master",Generated from BRD screen inventory
CF-011,Consumable Master,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-012,Accessory Type Master,Configuration,P1,Master/Form,"item_master, accessory_master",Generated from BRD screen inventory
CF-013,Compliance Type Master,Configuration,P1,Master/Form,compliance_type_master,Generated from BRD screen inventory
CF-014,Alert Threshold Setup,Configuration,P1,Master/Form,alert_rule,Generated from BRD screen inventory
CF-015,Approval Matrix Setup,Configuration,P1,Approval,approval_matrix,Generated from BRD screen inventory
CF-016,Rate Contract Setup,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-017,Fuel Norm Setup,Configuration,P1,Master/Form,"route_fuel_norm, fuel_rate_master",Generated from BRD screen inventory
CF-018,Maintenance Norm Setup,Configuration,P1,Master/Form,maintenance_schedule,Generated from BRD screen inventory
CF-019,Tyre Life Norm Setup,Configuration,P1,Master/Form,"item_master, tyre_master",Generated from BRD screen inventory
CF-020,Accompaniment Checklist Setup,Configuration,P1,List/Grid,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-021,Number Series Setup,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
CF-022,Role Permission Setup,Configuration,P1,Master/Form,"item_master, role_master, branch_master",Generated from BRD screen inventory
MD-001,Driver Fleet Home,Driver Mobile,P3,Mobile Form/List,"vehicle_master, alert_event",Generated from BRD screen inventory
MD-002,Pre-Trip Checklist,Driver Mobile,P3,List/Grid,"inspection_event, inspection_result_line",Generated from BRD screen inventory
MD-003,Odometer Photo Capture,Driver Mobile,P3,Transaction/Form,"vehicle_master, alert_event",Generated from BRD screen inventory
MD-004,Report Breakdown,Driver Mobile,P3,Report/View,breakdown_event,Generated from BRD screen inventory
MD-005,Report Accident,Driver Mobile,P3,Report/View,accident_event,Generated from BRD screen inventory
MD-006,Upload Defect Photo,Driver Mobile,P3,Transaction/Form,"vehicle_master, alert_event",Generated from BRD screen inventory
MD-007,Fuel Fill Confirmation,Driver Mobile,P3,Transaction/Form,fuel_transaction,Generated from BRD screen inventory
MD-008,Fuel Bill Photo Upload,Driver Mobile,P3,Transaction/Form,fuel_transaction,Generated from BRD screen inventory
MD-009,EV Charging Confirmation,Driver Mobile,P3,Transaction/Form,fuel_transaction,Generated from BRD screen inventory
MD-010,Seal Number Capture,Driver Mobile,P3,Transaction/Form,accompaniment_issue,Generated from BRD screen inventory
MD-011,OTP Lock Capture,Driver Mobile,P3,Transaction/Form,accompaniment_issue,Generated from BRD screen inventory
MD-012,Tarpaulin Confirmation,Driver Mobile,P3,Transaction/Form,accompaniment_issue,Generated from BRD screen inventory
MD-013,Post-Trip Checklist,Driver Mobile,P3,List/Grid,"inspection_event, inspection_result_line",Generated from BRD screen inventory
MD-014,Accessory Fault Report,Driver Mobile,P3,Report/View,"vehicle_master, alert_event",Generated from BRD screen inventory
MD-015,Document View,Driver Mobile,P3,Mobile Form/List,"document_store, asset_compliance",Generated from BRD screen inventory
MD-016,Alert View,Driver Mobile,P3,Mobile Form/List,"vehicle_master, alert_event",Generated from BRD screen inventory
MM-001,Mechanic Home,Mechanic Mobile,P3,Mobile Form/List,"job_card, job_card_line",Generated from BRD screen inventory
MM-002,Job Card List,Mechanic Mobile,P3,List/Grid,"job_card, job_card_line",Generated from BRD screen inventory
MM-003,Job Card Detail,Mechanic Mobile,P3,Mobile Form/List,"job_card, job_card_line",Generated from BRD screen inventory
MM-004,Diagnosis Entry,Mechanic Mobile,P3,Transaction/Form,"job_card, job_card_line",Generated from BRD screen inventory
MM-005,Parts Request,Mechanic Mobile,P3,Mobile Form/List,"stock_ledger, job_card",Generated from BRD screen inventory
MM-006,Consumables Request,Mechanic Mobile,P3,Mobile Form/List,"stock_ledger, job_card",Generated from BRD screen inventory
MM-007,Tyre Condition Entry,Mechanic Mobile,P3,Transaction/Form,"tyre_movement, tyre_master",Generated from BRD screen inventory
MM-008,Repair Progress Update,Mechanic Mobile,P3,Mobile Form/List,"job_card, job_card_line",Generated from BRD screen inventory
MM-009,Before Photo Capture,Mechanic Mobile,P3,Transaction/Form,"document_store, job_card",Generated from BRD screen inventory
MM-010,After Photo Capture,Mechanic Mobile,P3,Transaction/Form,"document_store, job_card",Generated from BRD screen inventory
MM-011,Quality Checklist,Mechanic Mobile,P3,List/Grid,"job_card, job_card_line",Generated from BRD screen inventory
MM-012,Vehicle Release Confirmation,Mechanic Mobile,P3,Transaction/Form,"job_card, job_card_line",Generated from BRD screen inventory
MM-013,Material Return,Mechanic Mobile,P3,Mobile Form/List,"stock_ledger, job_card",Generated from BRD screen inventory
MM-014,Repairable Part Return,Mechanic Mobile,P3,Mobile Form/List,"job_card, job_card_line",Generated from BRD screen inventory
