Table Name,Column Name,Data Type,Primary Key,Foreign Key / Reference,Nullable,Screen Field Label,Business Description
stock_ledger,reference_type,varchar(40),,,YES,Reference Type,JobCard/Vehicle/Invoice/Tyre/Accessory/Trip
stock_ledger,reference_id,uniqueidentifier,,,YES,Reference,Reference id
stock_ledger,issued_to_type,varchar(30),,,YES,Issued To Type,Vehicle/Mechanic/Driver/Branch/Workshop
stock_ledger,issued_to_id,uniqueidentifier,,,YES,Issued To,Issue target
stock_ledger,status,varchar(30),,,NO,Status,Draft/Posted/Cancelled
tyre_master,tyre_id,uniqueidentifier,YES,,NO,Tyre,Primary key
tyre_master,tyre_serial_no,varchar(80),,,NO,Tyre Serial No,Unique tyre serial
tyre_master,brand,varchar(80),,,YES,Brand,Brand
tyre_master,model,varchar(80),,,YES,Model,Model
tyre_master,size,varchar(40),,,NO,Size,Tyre size
tyre_master,ply_rating,varchar(20),,,YES,Ply Rating,Ply rating
tyre_master,purchase_date,date,,,YES,Purchase Date,Purchase date
tyre_master,vendor_id,uniqueidentifier,,YES: vendor_master.vendor_id,YES,Vendor,Vendor
tyre_master,purchase_cost,"decimal(14,2)",,,YES,Purchase Cost,Cost
tyre_master,warranty_upto,date,,,YES,Warranty Upto,Warranty date
tyre_master,current_branch_id,uniqueidentifier,,YES: branch_master.branch_id,YES,Current Branch,Branch
tyre_master,current_vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,YES,Current Vehicle,Vehicle
tyre_master,current_trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Current Trailer,Trailer
tyre_master,current_position,varchar(30),,,YES,Current Position,Axle/wheel position
tyre_master,status,varchar(30),,,NO,Status,New/InStock/Fitted/Running/Repairable/Retread/Scrap/Disposed
tyre_master,total_run_km,"decimal(12,1)",,,YES,Total Run Km,Total run km
tyre_movement,tyre_movement_id,uniqueidentifier,YES,,NO,Tyre Movement,Primary key
tyre_movement,tyre_id,uniqueidentifier,,YES: tyre_master.tyre_id,NO,Tyre,Tyre
tyre_movement,movement_type,varchar(40),,,NO,Movement Type,Fitment/Removal/Rotation/RepairOut/RepairIn/Retread/Scrap/Transfer
tyre_movement,vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,YES,Vehicle,Vehicle
tyre_movement,trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Trailer,Trailer
tyre_movement,from_position,varchar(30),,,YES,From Position,From position
tyre_movement,to_position,varchar(30),,,YES,To Position,To position
tyre_movement,odometer_km,"decimal(12,1)",,,YES,Odometer Km,Odometer
tyre_movement,tread_depth_mm,"decimal(6,2)",,,YES,Tread Depth Mm,Tread depth
tyre_movement,condition_notes,varchar(500),,,YES,Condition Notes,Condition
tyre_movement,movement_datetime,datetime2,,,NO,Movement Datetime,Movement date/time
tyre_movement,job_card_id,uniqueidentifier,,YES: job_card.job_card_id,YES,Job Card,Job card
tyre_movement,status,varchar(30),,,NO,Status,Completed/PendingApproval/Cancelled
accessory_master,accessory_id,uniqueidentifier,YES,,NO,Accessory,Primary key
accessory_master,accessory_code,varchar(50),,,NO,Accessory Code,Accessory code
accessory_master,accessory_type,varchar(50),,,NO,Accessory Type,Camera/ADAS/GPS/OBD/Lock/Sensor/MDVR
accessory_master,serial_no,varchar(80),,,YES,Serial No,Serial number
accessory_master,vendor_id,uniqueidentifier,,YES: vendor_master.vendor_id,YES,Vendor,Vendor
accessory_master,purchase_date,date,,,YES,Purchase Date,Purchase date
accessory_master,warranty_upto,date,,,YES,Warranty Upto,Warranty
accessory_master,sim_no,varchar(30),,,YES,Sim No,SIM/mobile device number
accessory_master,imei_no,varchar(30),,,YES,Imei No,IMEI where relevant
accessory_master,current_vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,YES,Current Vehicle,Installed vehicle
accessory_master,current_trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Current Trailer,Installed trailer
accessory_master,health_status,varchar(30),,,YES,Health Status,Online/Offline/Faulty/Unknown
accessory_master,status,varchar(30),,,NO,Status,InStock/Installed/Active/Faulty/Repair/Scrap
accessory_event,accessory_event_id,uniqueidentifier,YES,,NO,Accessory Event,Primary key
accessory_event,accessory_id,uniqueidentifier,,YES: accessory_master.accessory_id,NO,Accessory,Accessory
accessory_event,event_type,varchar(40),,,NO,Event Type,Install/Remove/Transfer/HealthAlert/Repair/Replace/Scrap
accessory_event,vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,YES,Vehicle,Vehicle
accessory_event,trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Trailer,Trailer
accessory_event,event_datetime,datetime2,,,NO,Event Datetime,Event date/time
accessory_event,job_card_id,uniqueidentifier,,YES: job_card.job_card_id,YES,Job Card,Job card
accessory_event,remarks,varchar(500),,,YES,Remarks,Remarks
accessory_event,status,varchar(30),,,NO,Status,Open/Closed/Cancelled
accompaniment_master,accompaniment_id,uniqueidentifier,YES,,NO,Accompaniment,Primary key
accompaniment_master,accompaniment_code,varchar(50),,,NO,Accompaniment Code,Code/serial
accompaniment_master,accompaniment_type,varchar(50),,,NO,Accompaniment Type,Tarpaulin/Seal/OTPLock/ELock/SafetyKit/Rope/Chain
accompaniment_master,item_id,uniqueidentifier,,YES: item_master.item_id,YES,Item,Item master
accompaniment_master,size_or_spec,varchar(100),,,YES,Size Or Spec,Size/spec
accompaniment_master,is_reusable,bit,,,NO,Is Reusable,Reusable flag
accompaniment_master,current_branch_id,uniqueidentifier,,YES: branch_master.branch_id,YES,Current Branch,Branch
accompaniment_master,current_status,varchar(30),,,NO,Current Status,InStock/Issued/InTrip/Returned/Damaged/Lost/Scrap
accompaniment_master,vendor_id,uniqueidentifier,,YES: vendor_master.vendor_id,YES,Vendor,Vendor
accompaniment_issue,accompaniment_issue_id,uniqueidentifier,YES,,NO,Accompaniment Issue,Primary key
accompaniment_issue,accompaniment_id,uniqueidentifier,,YES: accompaniment_master.accompaniment_id,NO,Accompaniment,Accompaniment
accompaniment_issue,vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,YES,Vehicle,Vehicle
accompaniment_issue,trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Trailer,Trailer
accompaniment_issue,trip_id,uniqueidentifier,,YES: trip_master.trip_id,YES,Trip,Trip
accompaniment_issue,driver_id,uniqueidentifier,,YES: driver_master.driver_id,YES,Driver,Driver
accompaniment_issue,issue_datetime,datetime2,,,NO,Issue Datetime,Issue time
accompaniment_issue,return_datetime,datetime2,,,YES,Return Datetime,Return time
accompaniment_issue,seal_no,varchar(80),,,YES,Seal No,Seal number
accompaniment_issue,otp_lock_event_id,varchar(100),,,YES,Otp Lock Event,OTP lock event/ref
accompaniment_issue,loading_photo_url,varchar(500),,,YES,Loading Photo Url,Loading photo
accompaniment_issue,unloading_photo_url,varchar(500),,,YES,Unloading Photo Url,Unloading photo
accompaniment_issue,condition_on_return,varchar(200),,,YES,Condition On Return,Condition
accompaniment_issue,status,varchar(30),,,NO,Status,Issued/Returned/Damaged/Lost/Closed
inspection_template,template_id,uniqueidentifier,YES,,NO,Template,Primary key
inspection_template,template_code,varchar(50),,,NO,Template Code,Template code
inspection_template,template_name,varchar(120),,,NO,Template Name,Template name
inspection_template,asset_type,varchar(20),,,NO,Asset Type,Vehicle/Trailer/Tyre/Accessory
inspection_template,fuel_type,varchar(20),,,YES,Fuel Type,Fuel type where applicable
inspection_template,inspection_type,varchar(50),,,NO,Inspection Type,PreTrip/PostTrip/Periodic/LNGSafety/CNGSafety/EVSafety
inspection_template,status,varchar(20),,,NO,Status,Active/Inactive
inspection_event,inspection_id,uniqueidentifier,YES,,NO,Inspection,Primary key
inspection_event,template_id,uniqueidentifier,,YES: inspection_template.template_id,NO,Template,Template
inspection_event,asset_type,varchar(20),,,NO,Asset Type,Vehicle/Trailer/Tyre/Accessory
inspection_event,asset_id,uniqueidentifier,,,NO,Asset,Inspected asset
inspection_event,vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,YES,Vehicle,Vehicle
inspection_event,trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Trailer,Trailer
inspection_event,performed_by_user_id,uniqueidentifier,,YES: user_master.user_id,YES,Performed By User,User
inspection_event,inspection_datetime,datetime2,,,NO,Inspection Datetime,Inspection time
inspection_event,outcome,varchar(30),,,NO,Outcome,Approved/Conditional/Rejected
inspection_event,remarks,varchar(500),,,YES,Remarks,Remarks
inspection_event,job_card_id,uniqueidentifier,,YES: job_card.job_card_id,YES,Job Card,Generated job card
inspection_result_line,inspection_line_id,uniqueidentifier,YES,,NO,Inspection Line,Primary key
inspection_result_line,inspection_id,uniqueidentifier,,YES: inspection_event.inspection_id,NO,Inspection,Inspection
inspection_result_line,check_item_code,varchar(50),,,NO,Check Item Code,Checklist item code
inspection_result_line,check_item_name,varchar(150),,,NO,Check Item Name,Checklist item
inspection_result_line,result,varchar(30),,,NO,Result,Pass/Fail/NA/Observation
inspection_result_line,severity,varchar(20),,,YES,Severity,Low/Medium/High/Critical
inspection_result_line,photo_url,varchar(500),,,YES,Photo Url,Evidence photo
inspection_result_line,remarks,varchar(500),,,YES,Remarks,Remarks
approval_request,approval_id,uniqueidentifier,YES,,NO,Approval,Primary key
approval_request,transaction_type,varchar(50),,,NO,Transaction Type,FuelVariance/JobCard/Invoice/TyreScrap/ComplianceOverride/etc.
approval_request,transaction_id,uniqueidentifier,,,NO,Transaction,Transaction id
approval_request,requested_by_user_id,uniqueidentifier,,YES: user_master.user_id,NO,Requested By User,Requester
approval_request,requested_at,datetime2,,,NO,Requested At,Request time
approval_request,approval_level,int,,,NO,Approval Level,L1/L2/etc.
approval_request,approver_user_id,uniqueidentifier,,YES: user_master.user_id,YES,Approver User,Approver
approval_request,approval_status,varchar(30),,,NO,Approval Status,Pending/Approved/Rejected/Returned
approval_request,decision_at,datetime2,,,YES,Decision At,Decision time
approval_request,remarks,varchar(500),,,YES,Remarks,Remarks
alert_event,alert_id,uniqueidentifier,YES,,NO,Alert,Primary key
alert_event,alert_type,varchar(50),,,NO,Alert Type,MaintenanceDue/FuelVariance/ComplianceExpiry/AccessoryOffline/etc.
alert_event,severity,varchar(20),,,NO,Severity,Info/Warning/Critical
alert_event,entity_type,varchar(50),,,NO,Entity Type,Vehicle/Trailer/Invoice/Tyre/Accessory/Compliance
alert_event,entity_id,uniqueidentifier,,,NO,Entity,Entity id
alert_event,alert_title,varchar(150),,,NO,Alert Title,Title
alert_event,alert_message,varchar(1000),,,YES,Alert Message,Message
alert_event,assigned_to_user_id,uniqueidentifier,,YES: user_master.user_id,YES,Assigned To User,Owner
alert_event,created_at,datetime2,,,NO,Created At,Created time
alert_event,status,varchar(30),,,NO,Status,Open/Acknowledged/Closed/Snoozed
ulip_api_log,api_log_id,uniqueidentifier,YES,,NO,Api Log,Primary key
ulip_api_log,api_name,varchar(80),,,NO,Api Name,API name
ulip_api_log,reference_type,varchar(50),,,YES,Reference Type,Vehicle/Driver/Trip/Toll/Challan
ulip_api_log,reference_id,uniqueidentifier,,,YES,Reference,Reference entity
ulip_api_log,request_payload,nvarchar(max),,,YES,Request Payload,Request JSON
ulip_api_log,response_payload,nvarchar(max),,,YES,Response Payload,Response JSON
ulip_api_log,http_status_code,int,,,YES,Http Status Code,HTTP status
ulip_api_log,api_status,varchar(30),,,NO,Api Status,Success/Failed/Retry
ulip_api_log,error_message,varchar(1000),,,YES,Error Message,Error
ulip_api_log,created_at,datetime2,,,NO,Created At,Timestamp
trip_master,trip_id,uniqueidentifier,YES,,NO,Trip,Primary key
trip_master,trip_no,varchar(50),,,NO,Trip No,Trip/LR number
trip_master,vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,NO,Vehicle,Vehicle
trip_master,trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Trailer,Trailer
trip_master,driver_id,uniqueidentifier,,YES: driver_master.driver_id,YES,Driver,Driver
trip_master,origin,varchar(120),,,NO,Origin,Origin
trip_master,destination,varchar(120),,,NO,Destination,Destination
trip_master,route_code,varchar(50),,,YES,Route Code,Route
trip_master,customer_name,varchar(150),,,YES,Customer Name,Customer
trip_master,cargo_type,varchar(80),,,YES,Cargo Type,Cargo
trip_master,planned_start_at,datetime2,,,YES,Planned Start At,Planned start
trip_master,actual_start_at,datetime2,,,YES,Actual Start At,Actual start
trip_master,status,varchar(30),,,NO,Status,Planned/InTransit/Completed/Cancelled
toll_transaction,toll_txn_id,uniqueidentifier,YES,,NO,Toll Txn,Primary key
toll_transaction,vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,NO,Vehicle,Vehicle
toll_transaction,trip_id,uniqueidentifier,,YES: trip_master.trip_id,YES,Trip,Trip
toll_transaction,toll_plaza_code,varchar(50),,,YES,Toll Plaza Code,Plaza code
toll_transaction,toll_plaza_name,varchar(150),,,YES,Toll Plaza Name,Plaza name
toll_transaction,txn_datetime,datetime2,,,NO,Txn Datetime,Transaction time
toll_transaction,amount,"decimal(14,2)",,,NO,Amount,Amount
toll_transaction,source,varchar(20),,,NO,Source,FASTag/Manual/ULIP
toll_transaction,reference_no,varchar(80),,,YES,Reference No,FASTag/reference number
toll_transaction,reconciliation_status,varchar(30),,,NO,Reconciliation Status,Matched/Unmatched/Exception
document_store,document_id,uniqueidentifier,YES,,NO,Document,Primary key
document_store,entity_type,varchar(50),,,NO,Entity Type,Linked entity type
document_store,entity_id,uniqueidentifier,,,NO,Entity,Linked entity id
document_store,document_category,varchar(50),,,NO,Document Category,Invoice/Compliance/Photo/Certificate/Other
document_store,file_name,varchar(255),,,NO,File Name,Stored file name
document_store,file_url,varchar(500),,,NO,File Url,Storage URL
document_store,mime_type,varchar(100),,,YES,Mime Type,File type
document_store,uploaded_by_user_id,uniqueidentifier,,YES: user_master.user_id,YES,Uploaded By User,Uploader
document_store,uploaded_at,datetime2,,,NO,Uploaded At,Uploaded timestamp
document_store,ocr_json,nvarchar(max),,,YES,Ocr Json,Extracted OCR metadata
vehicle_cost_ledger,cost_ledger_id,uniqueidentifier,YES,,NO,Cost Ledger,Primary key
vehicle_cost_ledger,vehicle_id,uniqueidentifier,,YES: vehicle_master.vehicle_id,YES,Vehicle,Vehicle
vehicle_cost_ledger,trailer_id,uniqueidentifier,,YES: trailer_master.trailer_id,YES,Trailer,Trailer
vehicle_cost_ledger,trip_id,uniqueidentifier,,YES: trip_master.trip_id,YES,Trip,Trip
vehicle_cost_ledger,cost_datetime,datetime2,,,NO,Cost Datetime,Cost timestamp
vehicle_cost_ledger,cost_category,varchar(50),,,NO,Cost Category,Fuel/Toll/Maintenance/Tyre/Accessory/Consumable/Compliance/Salary/Other
vehicle_cost_ledger,source_transaction_type,varchar(50),,,YES,Source Transaction Type,Fuel/Invoice/JobCard/Toll/etc.
vehicle_cost_ledger,source_transaction_id,uniqueidentifier,,,YES,Source Transaction,Source id
vehicle_cost_ledger,amount,"decimal(14,2)",,,NO,Amount,Amount
vehicle_cost_ledger,branch_id,uniqueidentifier,,YES: branch_master.branch_id,YES,Branch,Branch
vehicle_cost_ledger,posted_to_accounts,bit,,,NO,Posted To Accounts,Accounting posted flag
approval_matrix,approval_matrix_id,uniqueidentifier,YES,,NO,Approval Matrix,Primary key
approval_matrix,transaction_type,varchar(50),,,NO,Transaction Type,Transaction type
approval_matrix,branch_id,uniqueidentifier,,YES: branch_master.branch_id,YES,Branch,Branch
approval_matrix,amount_from,"decimal(14,2)",,,YES,Amount From,Lower threshold
approval_matrix,amount_to,"decimal(14,2)",,,YES,Amount To,Upper threshold
approval_matrix,approval_level,int,,,NO,Approval Level,Approval level
approval_matrix,role_code,varchar(50),,YES: role_master.role_code,NO,Role Code,Approver role
approval_matrix,is_active,bit,,,NO,Is Active,Active
alert_rule,alert_rule_id,uniqueidentifier,YES,,NO,Alert Rule,Primary key
alert_rule,alert_type,varchar(50),,,NO,Alert Type,Alert type
alert_rule,entity_type,varchar(50),,,NO,Entity Type,Entity type
alert_rule,threshold_value,"decimal(14,3)",,,YES,Threshold Value,Threshold
alert_rule,threshold_unit,varchar(20),,,YES,Threshold Unit,Days/KM/Hours/Percent/Amount
alert_rule,severity,varchar(20),,,NO,Severity,Severity
alert_rule,notify_role_code,varchar(50),,YES: role_master.role_code,YES,Notify Role Code,Notify role
alert_rule,is_active,bit,,,NO,Is Active,Active
integration_config,integration_config_id,uniqueidentifier,YES,,NO,Integration Config,Primary key
integration_config,integration_name,varchar(80),,,NO,Integration Name,ULIP/FASTag/GPS/OBD/EVCharging/FuelVendor/OCR
integration_config,environment,varchar(20),,,NO,Environment,Dev/UAT/Prod
integration_config,base_url,varchar(300),,,YES,Base Url,API base URL
integration_config,auth_type,varchar(30),,,YES,Auth Type,OAuth/APIKey/mTLS/Basic
integration_config,credential_ref,varchar(200),,,YES,Credential Ref,Secret reference
integration_config,is_enabled,bit,,,NO,Is Enabled,Enabled flag
integration_config,last_success_at,datetime2,,,YES,Last Success At,Last success
